transaction_id,customer_id,action_taken,intervention_cost,recovery_probability_at_action,recovered
TXN-18682,CUST-2681,Payment Reminder,5,0.52,1
TXN-18682,CUST-2681,Human Review,10,0.44,1
TXN-18683,CUST-3055,Smart Retry,3,0.678,1
TXN-18683,CUST-3055,Payment Link,7,0.488,1
TXN-18683,CUST-3055,Delayed Retry,4,0.478,1
TXN-18684,CUST-2542,Smart Retry,3,0.44,1
TXN-18684,CUST-2542,Payment Method Update,8,0.42,1
TXN-18685,CUST-2704,Payment Link,7,0.42,0
TXN-18685,CUST-2704,Payment Reminder,5,0.51,1
TXN-18686,CUST-1280,Payment Method Update,8,0.358,1
TXN-18686,CUST-1280,Human Review,10,0.408,0
TXN-18686,CUST-1280,Delayed Retry,4,0.388,1
TXN-18687,CUST-1968,Payment Method Update,8,0.358,0
TXN-18687,CUST-1968,Payment Reminder,5,0.488,1
TXN-18687,CUST-1968,Delayed Retry,4,0.548,0
TXN-18688,CUST-2292,Human Review,10,0.51,0
TXN-18688,CUST-2292,Payment Method Update,8,0.36,1
TXN-18688,CUST-2292,Payment Link,7,0.4,0
TXN-18689,CUST-1126,Payment Reminder,5,0.34,0
TXN-18689,CUST-1126,Payment Method Update,8,0.31,0
TXN-18689,CUST-1126,Payment Link,7,0.35,1
TXN-18690,CUST-1470,Human Review,10,0.44,0
TXN-18690,CUST-1470,Payment Link,7,0.5,0
TXN-18690,CUST-1470,Smart Retry,3,0.28,0
TXN-18691,CUST-1529,Payment Link,7,0.54,0
TXN-18691,CUST-1529,Human Review,10,0.5,1
TXN-18692,CUST-2637,Delayed Retry,4,0.352,0
TXN-18692,CUST-2637,Payment Reminder,5,0.352,0
TXN-18693,CUST-1131,Delayed Retry,4,0.582,1
TXN-18693,CUST-1131,Payment Reminder,5,0.522,1
TXN-18694,CUST-1951,Human Review,10,0.53,0
TXN-18694,CUST-1951,Smart Retry,3,0.35,0
TXN-18694,CUST-1951,Payment Method Update,8,0.38,0
TXN-18695,CUST-1729,Payment Method Update,8,0.39,1
TXN-18695,CUST-1729,Delayed Retry,4,0.42,0
TXN-18695,CUST-1729,Payment Link,7,0.58,1
TXN-18696,CUST-2306,Smart Retry,3,0.384,0
TXN-18696,CUST-2306,Payment Method Update,8,0.364,0
TXN-18697,CUST-1387,Human Review,10,0.53,0
TXN-18697,CUST-1387,Payment Method Update,8,0.38,1
TXN-18698,CUST-3437,Payment Link,7,0.334,0
TXN-18698,CUST-3437,Smart Retry,3,0.524,0
TXN-18699,CUST-1053,Human Review,10,0.42,1
TXN-18699,CUST-1053,Payment Method Update,8,0.37,1
TXN-18700,CUST-1501,Smart Retry,3,0.69,1
TXN-18700,CUST-1501,Payment Link,7,0.5,1
TXN-18700,CUST-1501,Human Review,10,0.61,1
TXN-18701,CUST-2070,Payment Link,7,0.43,0
TXN-18701,CUST-2070,Delayed Retry,4,0.42,0
TXN-18701,CUST-2070,Payment Method Update,8,0.39,0
TXN-18702,CUST-2422,Payment Link,7,0.374,0
TXN-18702,CUST-2422,Smart Retry,3,0.304,1
TXN-18703,CUST-2312,Smart Retry,3,0.63,1
TXN-18703,CUST-2312,Payment Link,7,0.44,0
TXN-18703,CUST-2312,Delayed Retry,4,0.43,0
TXN-18704,CUST-3232,Delayed Retry,4,0.418,0
TXN-18704,CUST-3232,Smart Retry,3,0.358,0
TXN-18704,CUST-3232,Payment Link,7,0.578,1
TXN-18705,CUST-2241,Human Review,10,0.446,1
TXN-18705,CUST-2241,Payment Reminder,5,0.426,1
TXN-18705,CUST-2241,Payment Link,7,0.586,1
TXN-18706,CUST-3499,Payment Link,7,0.452,1
TXN-18706,CUST-3499,Human Review,10,0.462,1
TXN-18706,CUST-3499,Payment Reminder,5,0.542,0
TXN-18707,CUST-1852,Payment Method Update,8,0.71,1
TXN-18707,CUST-1852,Delayed Retry,4,0.49,0
TXN-18707,CUST-1852,Smart Retry,3,0.43,1
TXN-18708,CUST-2909,Delayed Retry,4,0.336,1
TXN-18708,CUST-2909,Smart Retry,3,0.536,1
TXN-18709,CUST-2346,Smart Retry,3,0.368,0
TXN-18709,CUST-2346,Payment Link,7,0.388,0
TXN-18710,CUST-2473,Payment Method Update,8,0.314,0
TXN-18710,CUST-2473,Human Review,10,0.464,1
TXN-18711,CUST-2749,Payment Method Update,8,0.38,1
TXN-18711,CUST-2749,Human Review,10,0.53,1
TXN-18712,CUST-3129,Smart Retry,3,0.284,0
TXN-18712,CUST-3129,Payment Method Update,8,0.314,1
TXN-18712,CUST-3129,Human Review,10,0.464,0
TXN-18713,CUST-2209,Payment Reminder,5,0.464,0
TXN-18713,CUST-2209,Human Review,10,0.384,0
TXN-18714,CUST-2891,Payment Reminder,5,0.51,0
TXN-18714,CUST-2891,Payment Method Update,8,0.38,1
TXN-18715,CUST-1409,Payment Reminder,5,0.448,1
TXN-18715,CUST-1409,Payment Link,7,0.358,0
TXN-18715,CUST-1409,Human Review,10,0.368,0
TXN-18716,CUST-3156,Delayed Retry,4,0.466,0
TXN-18716,CUST-3156,Payment Method Update,8,0.436,0
TXN-18716,CUST-3156,Payment Reminder,5,0.466,1
TXN-18717,CUST-1945,Human Review,10,0.574,1
TXN-18717,CUST-1945,Payment Link,7,0.464,1
TXN-18717,CUST-1945,Smart Retry,3,0.704,1
TXN-18718,CUST-2893,Payment Link,7,0.41,1
TXN-18718,CUST-2893,Payment Reminder,5,0.4,0
TXN-18718,CUST-2893,Payment Method Update,8,0.37,1
TXN-18719,CUST-3196,Human Review,10,0.356,0
TXN-18719,CUST-3196,Delayed Retry,4,0.336,1
TXN-18719,CUST-3196,Payment Reminder,5,0.336,1
TXN-18720,CUST-1048,Payment Reminder,5,0.36,0
TXN-18720,CUST-1048,Payment Method Update,8,0.33,1
TXN-18721,CUST-1854,Delayed Retry,4,0.376,0
TXN-18721,CUST-1854,Payment Reminder,5,0.376,1
TXN-18722,CUST-2181,Delayed Retry,4,0.52,1
TXN-18722,CUST-2181,Payment Method Update,8,0.33,0
TXN-18723,CUST-1159,Payment Method Update,8,0.27,0
TXN-18723,CUST-1159,Payment Reminder,5,0.3,1
TXN-18724,CUST-1095,Payment Reminder,5,0.288,0
TXN-18724,CUST-1095,Payment Method Update,8,0.258,0
TXN-18724,CUST-1095,Smart Retry,3,0.488,1
TXN-18725,CUST-1380,Payment Method Update,8,0.338,0
TXN-18725,CUST-1380,Payment Reminder,5,0.368,1
TXN-18725,CUST-1380,Smart Retry,3,0.568,1
TXN-18726,CUST-3253,Payment Link,7,0.432,0
TXN-18726,CUST-3253,Human Review,10,0.542,1
TXN-18727,CUST-1577,Payment Link,7,0.43,1
TXN-18727,CUST-1577,Payment Method Update,8,0.39,0
TXN-18728,CUST-1985,Smart Retry,3,0.35,0
TXN-18728,CUST-1985,Payment Reminder,5,0.51,1
TXN-18729,CUST-1895,Payment Reminder,5,0.36,1
TXN-18729,CUST-1895,Payment Method Update,8,0.33,0
TXN-18729,CUST-1895,Smart Retry,3,0.56,1
TXN-18730,CUST-1334,Payment Link,7,0.342,1
TXN-18730,CUST-1334,Human Review,10,0.452,1
TXN-18731,CUST-3004,Human Review,10,0.416,0
TXN-18731,CUST-3004,Smart Retry,3,0.646,0
TXN-18731,CUST-3004,Payment Link,7,0.406,1
TXN-18732,CUST-1814,Human Review,10,0.418,1
TXN-18732,CUST-1814,Payment Link,7,0.408,0
TXN-18732,CUST-1814,Payment Reminder,5,0.398,0
TXN-18733,CUST-1232,Payment Reminder,5,0.57,1
TXN-18733,CUST-1232,Payment Link,7,0.48,0
TXN-18734,CUST-1794,Smart Retry,3,0.676,0
TXN-18734,CUST-1794,Human Review,10,0.546,1
TXN-18734,CUST-1794,Payment Reminder,5,0.426,0
TXN-18735,CUST-1381,Human Review,10,0.372,1
TXN-18735,CUST-1381,Payment Reminder,5,0.352,0
TXN-18736,CUST-1447,Human Review,10,0.44,1
TXN-18736,CUST-1447,Payment Link,7,0.33,1
TXN-18737,CUST-2369,Human Review,10,0.534,1
TXN-18737,CUST-2369,Smart Retry,3,0.354,1
TXN-18738,CUST-2798,Smart Retry,3,0.696,1
TXN-18738,CUST-2798,Payment Link,7,0.456,0
TXN-18739,CUST-1077,Payment Reminder,5,0.458,0
TXN-18739,CUST-1077,Human Review,10,0.478,0
TXN-18739,CUST-1077,Delayed Retry,4,0.458,1
TXN-18740,CUST-1588,Payment Link,7,0.376,0
TXN-18740,CUST-1588,Human Review,10,0.486,1
TXN-18741,CUST-1465,Payment Link,7,0.44,0
TXN-18741,CUST-1465,Delayed Retry,4,0.43,0
TXN-18742,CUST-2792,Smart Retry,3,0.588,0
TXN-18742,CUST-2792,Payment Method Update,8,0.358,0
TXN-18743,CUST-2484,Smart Retry,3,0.33,0
TXN-18743,CUST-2484,Payment Reminder,5,0.34,0
TXN-18744,CUST-1495,Human Review,10,0.61,0
TXN-18744,CUST-1495,Delayed Retry,4,0.49,1
TXN-18744,CUST-1495,Payment Method Update,8,0.46,1
TXN-18745,CUST-1629,Smart Retry,3,0.41,1
TXN-18745,CUST-1629,Human Review,10,0.59,1
TXN-18746,CUST-1173,Payment Link,7,0.366,0
TXN-18746,CUST-1173,Delayed Retry,4,0.516,1
TXN-18746,CUST-1173,Smart Retry,3,0.346,0
TXN-18747,CUST-2115,Payment Reminder,5,0.378,0
TXN-18747,CUST-2115,Payment Method Update,8,0.348,0
TXN-18747,CUST-2115,Smart Retry,3,0.318,1
TXN-18748,CUST-1028,Human Review,10,0.542,1
TXN-18748,CUST-1028,Smart Retry,3,0.362,1
TXN-18749,CUST-1408,Payment Method Update,8,0.346,1
TXN-18749,CUST-1408,Smart Retry,3,0.316,0
TXN-18750,CUST-2708,Smart Retry,3,0.328,1
TXN-18750,CUST-2708,Payment Method Update,8,0.358,0
TXN-18751,CUST-3184,Payment Link,7,0.416,1
TXN-18751,CUST-3184,Payment Method Update,8,0.376,0
TXN-18752,CUST-1272,Payment Reminder,5,0.288,1
TXN-18752,CUST-1272,Human Review,10,0.308,0
TXN-18752,CUST-1272,Payment Method Update,8,0.258,0
TXN-18753,CUST-1559,Payment Method Update,8,0.29,0
TXN-18753,CUST-1559,Payment Reminder,5,0.32,0
TXN-18754,CUST-1453,Payment Method Update,8,0.428,0
TXN-18754,CUST-1453,Delayed Retry,4,0.458,0
TXN-18755,CUST-3190,Payment Link,7,0.396,1
TXN-18755,CUST-3190,Payment Method Update,8,0.356,0
TXN-18755,CUST-3190,Delayed Retry,4,0.546,0
TXN-18756,CUST-3291,Payment Link,7,0.37,1
TXN-18756,CUST-3291,Payment Method Update,8,0.33,0
TXN-18756,CUST-3291,Delayed Retry,4,0.36,1
TXN-18757,CUST-1959,Payment Reminder,5,0.38,0
TXN-18757,CUST-1959,Payment Link,7,0.39,0
TXN-18757,CUST-1959,Payment Method Update,8,0.35,1
TXN-18758,CUST-3418,Smart Retry,3,0.334,1
TXN-18758,CUST-3418,Payment Link,7,0.554,1
TXN-18758,CUST-3418,Payment Reminder,5,0.394,0
TXN-18759,CUST-1292,Smart Retry,3,0.39,1
TXN-18759,CUST-1292,Delayed Retry,4,0.4,0
TXN-18760,CUST-2252,Payment Method Update,8,0.44,0
TXN-18760,CUST-2252,Human Review,10,0.59,0
TXN-18761,CUST-2868,Smart Retry,3,0.46,0
TXN-18761,CUST-2868,Human Review,10,0.49,0
TXN-18762,CUST-2881,Payment Reminder,5,0.422,1
TXN-18762,CUST-2881,Delayed Retry,4,0.422,1
TXN-18762,CUST-2881,Payment Method Update,8,0.392,0
TXN-18763,CUST-1383,Smart Retry,3,0.56,1
TXN-18763,CUST-1383,Delayed Retry,4,0.36,0
TXN-18764,CUST-1968,Payment Reminder,5,0.376,0
TXN-18764,CUST-1968,Human Review,10,0.396,0
TXN-18765,CUST-1624,Human Review,10,0.59,0
TXN-18765,CUST-1624,Payment Method Update,8,0.44,0
TXN-18765,CUST-1624,Payment Reminder,5,0.47,0
TXN-18766,CUST-1542,Smart Retry,3,0.614,0
TXN-18766,CUST-1542,Human Review,10,0.534,1
TXN-18767,CUST-2216,Human Review,10,0.408,0
TXN-18767,CUST-2216,Payment Reminder,5,0.488,0
TXN-18767,CUST-2216,Payment Link,7,0.398,1
TXN-18768,CUST-2882,Payment Method Update,8,0.46,0
TXN-18768,CUST-2882,Delayed Retry,4,0.49,0
TXN-18769,CUST-3071,Human Review,10,0.554,1
TXN-18769,CUST-3071,Payment Reminder,5,0.534,1
TXN-18770,CUST-1020,Delayed Retry,4,0.63,1
TXN-18770,CUST-1020,Smart Retry,3,0.41,1
TXN-18770,CUST-1020,Human Review,10,0.59,1
TXN-18771,CUST-2565,Payment Reminder,5,0.336,0
TXN-18771,CUST-2565,Smart Retry,3,0.326,1
TXN-18772,CUST-3125,Smart Retry,3,0.666,0
TXN-18772,CUST-3125,Human Review,10,0.486,1
TXN-18773,CUST-1999,Payment Link,7,0.48,0
TXN-18773,CUST-1999,Payment Method Update,8,0.69,1
TXN-18773,CUST-1999,Payment Reminder,5,0.47,1
TXN-18774,CUST-2640,Payment Link,7,0.468,1
TXN-18774,CUST-2640,Payment Method Update,8,0.428,1
TXN-18775,CUST-1130,Smart Retry,3,0.624,1
TXN-18775,CUST-1130,Payment Method Update,8,0.344,0
TXN-18776,CUST-1855,Payment Method Update,8,0.44,1
TXN-18776,CUST-1855,Smart Retry,3,0.67,0
TXN-18776,CUST-1855,Payment Reminder,5,0.47,0
TXN-18777,CUST-2176,Human Review,10,0.434,1
TXN-18777,CUST-2176,Delayed Retry,4,0.414,1
TXN-18778,CUST-2888,Payment Method Update,8,0.408,1
TXN-18778,CUST-2888,Smart Retry,3,0.428,1
TXN-18779,CUST-1763,Delayed Retry,4,0.41,0
TXN-18779,CUST-1763,Payment Link,7,0.42,1
TXN-18779,CUST-1763,Smart Retry,3,0.61,1
TXN-18780,CUST-2093,Delayed Retry,4,0.434,0
TXN-18780,CUST-2093,Payment Method Update,8,0.654,1
TXN-18780,CUST-2093,Payment Link,7,0.444,1
TXN-18781,CUST-3382,Smart Retry,3,0.666,1
TXN-18781,CUST-3382,Payment Method Update,8,0.436,1
TXN-18781,CUST-3382,Payment Reminder,5,0.466,0
TXN-18782,CUST-3045,Human Review,10,0.61,0
TXN-18782,CUST-3045,Payment Reminder,5,0.49,1
TXN-18782,CUST-3045,Delayed Retry,4,0.49,0
TXN-18783,CUST-2519,Payment Link,7,0.54,0
TXN-18783,CUST-2519,Payment Reminder,5,0.38,0
TXN-18784,CUST-2900,Delayed Retry,4,0.47,1
TXN-18784,CUST-2900,Payment Reminder,5,0.47,0
TXN-18784,CUST-2900,Smart Retry,3,0.67,1
TXN-18785,CUST-2775,Human Review,10,0.61,1
TXN-18785,CUST-2775,Payment Reminder,5,0.49,0
TXN-18786,CUST-2253,Payment Link,7,0.4,1
TXN-18786,CUST-2253,Payment Method Update,8,0.36,0
TXN-18786,CUST-2253,Payment Reminder,5,0.39,0
TXN-18787,CUST-1766,Payment Reminder,5,0.336,1
TXN-18787,CUST-1766,Payment Method Update,8,0.306,0
TXN-18788,CUST-2765,Human Review,10,0.474,0
TXN-18788,CUST-2765,Payment Reminder,5,0.374,0
TXN-18788,CUST-2765,Smart Retry,3,0.574,1
TXN-18789,CUST-2984,Delayed Retry,4,0.4,1
TXN-18789,CUST-2984,Payment Link,7,0.41,1
TXN-18789,CUST-2984,Human Review,10,0.42,1
TXN-18790,CUST-2855,Delayed Retry,4,0.478,0
TXN-18790,CUST-2855,Payment Method Update,8,0.448,1
TXN-18790,CUST-2855,Human Review,10,0.598,0
TXN-18791,CUST-3330,Smart Retry,3,0.416,0
TXN-18791,CUST-3330,Payment Method Update,8,0.396,0
TXN-18792,CUST-2729,Payment Method Update,8,0.412,0
TXN-18792,CUST-2729,Human Review,10,0.462,0
TXN-18793,CUST-1232,Payment Link,7,0.48,1
TXN-18793,CUST-1232,Delayed Retry,4,0.47,1
TXN-18794,CUST-1441,Payment Link,7,0.416,0
TXN-18794,CUST-1441,Smart Retry,3,0.606,1
TXN-18795,CUST-2508,Human Review,10,0.434,0
TXN-18795,CUST-2508,Payment Link,7,0.424,0
TXN-18795,CUST-2508,Payment Method Update,8,0.384,0
TXN-18796,CUST-1174,Payment Reminder,5,0.394,0
TXN-18796,CUST-1174,Human Review,10,0.414,0
TXN-18797,CUST-2886,Smart Retry,3,0.69,0
TXN-18797,CUST-2886,Payment Method Update,8,0.46,1
TXN-18797,CUST-2886,Payment Reminder,5,0.49,0
TXN-18798,CUST-1734,Payment Method Update,8,0.368,0
TXN-18798,CUST-1734,Human Review,10,0.598,0
TXN-18799,CUST-2606,Payment Method Update,8,0.314,0
TXN-18799,CUST-2606,Delayed Retry,4,0.344,0
TXN-18799,CUST-2606,Payment Link,7,0.504,0
TXN-18800,CUST-2045,Payment Method Update,8,0.384,0
TXN-18800,CUST-2045,Human Review,10,0.434,0
TXN-18801,CUST-2856,Delayed Retry,4,0.324,0
TXN-18801,CUST-2856,Payment Reminder,5,0.324,0
TXN-18801,CUST-2856,Human Review,10,0.444,0
TXN-18802,CUST-2809,Payment Method Update,8,0.44,0
TXN-18802,CUST-2809,Human Review,10,0.49,0
TXN-18803,CUST-3420,Payment Reminder,5,0.49,0
TXN-18803,CUST-3420,Payment Method Update,8,0.46,1
TXN-18804,CUST-1914,Smart Retry,3,0.572,0
TXN-18804,CUST-1914,Delayed Retry,4,0.372,1
TXN-18805,CUST-3221,Payment Reminder,5,0.42,0
TXN-18805,CUST-3221,Payment Link,7,0.33,1
TXN-18805,CUST-3221,Smart Retry,3,0.26,0
TXN-18806,CUST-1206,Smart Retry,3,0.41,0
TXN-18806,CUST-1206,Delayed Retry,4,0.47,0
TXN-18807,CUST-3208,Delayed Retry,4,0.47,1
TXN-18807,CUST-3208,Payment Link,7,0.48,0
TXN-18808,CUST-3500,Human Review,10,0.498,1
TXN-18808,CUST-3500,Payment Method Update,8,0.448,1
TXN-18809,CUST-2979,Smart Retry,3,0.298,1
TXN-18809,CUST-2979,Delayed Retry,4,0.468,1
TXN-18809,CUST-2979,Payment Reminder,5,0.408,0
TXN-18810,CUST-3462,Human Review,10,0.422,0
TXN-18810,CUST-3462,Delayed Retry,4,0.402,0
TXN-18811,CUST-1473,Smart Retry,3,0.61,0
TXN-18811,CUST-1473,Delayed Retry,4,0.41,0
TXN-18812,CUST-2884,Payment Link,7,0.41,0
TXN-18812,CUST-2884,Payment Method Update,8,0.37,0
TXN-18813,CUST-1617,Payment Reminder,5,0.388,1
TXN-18813,CUST-1617,Payment Method Update,8,0.358,0
TXN-18813,CUST-1617,Payment Link,7,0.398,1
TXN-18814,CUST-3211,Smart Retry,3,0.622,1
TXN-18814,CUST-3211,Payment Reminder,5,0.372,0
TXN-18814,CUST-3211,Payment Link,7,0.382,0
TXN-18815,CUST-1672,Human Review,10,0.496,0
TXN-18815,CUST-1672,Delayed Retry,4,0.376,0
TXN-18816,CUST-2051,Delayed Retry,4,0.398,1
TXN-18816,CUST-2051,Payment Method Update,8,0.368,1
TXN-18816,CUST-2051,Payment Reminder,5,0.398,1
TXN-18817,CUST-1169,Payment Method Update,8,0.31,0
TXN-18817,CUST-1169,Payment Link,7,0.35,0
TXN-18818,CUST-2545,Payment Link,7,0.37,0
TXN-18818,CUST-2545,Payment Method Update,8,0.33,0
TXN-18818,CUST-2545,Payment Reminder,5,0.46,1
TXN-18819,CUST-2898,Payment Link,7,0.56,0
TXN-18819,CUST-2898,Smart Retry,3,0.34,0
TXN-18819,CUST-2898,Payment Reminder,5,0.4,0
TXN-18820,CUST-3366,Delayed Retry,4,0.47,0
TXN-18820,CUST-3366,Human Review,10,0.49,1
TXN-18820,CUST-3366,Payment Reminder,5,0.47,0
TXN-18821,CUST-1121,Payment Reminder,5,0.45,0
TXN-18821,CUST-1121,Human Review,10,0.57,1
TXN-18821,CUST-1121,Payment Link,7,0.61,1
TXN-18822,CUST-2767,Payment Reminder,5,0.384,0
TXN-18822,CUST-2767,Payment Link,7,0.394,1
TXN-18822,CUST-2767,Human Review,10,0.404,1
TXN-18823,CUST-3500,Human Review,10,0.528,1
TXN-18823,CUST-3500,Delayed Retry,4,0.408,1
TXN-18823,CUST-3500,Payment Method Update,8,0.628,1
TXN-18824,CUST-2010,Human Review,10,0.42,0
TXN-18824,CUST-2010,Smart Retry,3,0.39,0
TXN-18825,CUST-1402,Payment Method Update,8,0.336,1
TXN-18825,CUST-1402,Delayed Retry,4,0.526,0
TXN-18826,CUST-2619,Smart Retry,3,0.614,0
TXN-18826,CUST-2619,Delayed Retry,4,0.414,0
TXN-18826,CUST-2619,Payment Method Update,8,0.384,1
TXN-18827,CUST-1254,Human Review,10,0.464,1
TXN-18827,CUST-1254,Payment Reminder,5,0.344,0
TXN-18827,CUST-1254,Payment Method Update,8,0.314,0
TXN-18828,CUST-2706,Payment Link,7,0.452,1
TXN-18828,CUST-2706,Human Review,10,0.462,1
TXN-18829,CUST-2844,Delayed Retry,4,0.284,1
TXN-18829,CUST-2844,Human Review,10,0.384,0
TXN-18829,CUST-2844,Smart Retry,3,0.484,1
TXN-18830,CUST-1691,Delayed Retry,4,0.34,0
TXN-18830,CUST-1691,Human Review,10,0.46,1
TXN-18830,CUST-1691,Payment Method Update,8,0.56,1
TXN-18831,CUST-2009,Human Review,10,0.392,1
TXN-18831,CUST-2009,Smart Retry,3,0.312,0
TXN-18832,CUST-2159,Payment Reminder,5,0.454,1
TXN-18832,CUST-2159,Delayed Retry,4,0.454,1
TXN-18832,CUST-2159,Smart Retry,3,0.704,1
TXN-18833,CUST-2255,Payment Link,7,0.41,1
TXN-18833,CUST-2255,Payment Reminder,5,0.4,1
TXN-18834,CUST-1026,Delayed Retry,4,0.57,1
TXN-18834,CUST-1026,Smart Retry,3,0.4,0
TXN-18835,CUST-3203,Delayed Retry,4,0.38,0
TXN-18835,CUST-3203,Payment Link,7,0.39,0
TXN-18835,CUST-3203,Payment Method Update,8,0.6,1
TXN-18836,CUST-1211,Payment Method Update,8,0.378,0
TXN-18836,CUST-1211,Human Review,10,0.528,0
TXN-18836,CUST-1211,Smart Retry,3,0.348,0
TXN-18837,CUST-3044,Payment Link,7,0.398,1
TXN-18837,CUST-3044,Payment Method Update,8,0.358,1
TXN-18838,CUST-1305,Delayed Retry,4,0.426,0
TXN-18838,CUST-1305,Payment Reminder,5,0.426,0
TXN-18838,CUST-1305,Payment Link,7,0.586,0
TXN-18839,CUST-1177,Payment Reminder,5,0.3,1
TXN-18839,CUST-1177,Human Review,10,0.32,0
TXN-18840,CUST-1410,Smart Retry,3,0.36,1
TXN-18840,CUST-1410,Delayed Retry,4,0.42,1
TXN-18841,CUST-1585,Payment Method Update,8,0.334,0
TXN-18841,CUST-1585,Delayed Retry,4,0.364,0
TXN-18841,CUST-1585,Human Review,10,0.384,0
TXN-18842,CUST-1127,Delayed Retry,4,0.344,1
TXN-18842,CUST-1127,Payment Link,7,0.354,0
TXN-18842,CUST-1127,Smart Retry,3,0.334,0
TXN-18843,CUST-1541,Human Review,10,0.508,1
TXN-18843,CUST-1541,Smart Retry,3,0.248,1
TXN-18843,CUST-1541,Payment Link,7,0.318,1
TXN-18844,CUST-3317,Human Review,10,0.522,1
TXN-18844,CUST-3317,Delayed Retry,4,0.402,0
TXN-18844,CUST-3317,Payment Method Update,8,0.622,0
TXN-18845,CUST-2358,Delayed Retry,4,0.372,1
TXN-18845,CUST-2358,Human Review,10,0.392,0
TXN-18846,CUST-2489,Payment Reminder,5,0.344,0
TXN-18846,CUST-2489,Payment Method Update,8,0.314,1
TXN-18846,CUST-2489,Smart Retry,3,0.334,1
TXN-18847,CUST-3395,Payment Link,7,0.41,0
TXN-18847,CUST-3395,Human Review,10,0.52,1
TXN-18848,CUST-2305,Payment Method Update,8,0.564,1
TXN-18848,CUST-2305,Payment Link,7,0.354,0
TXN-18848,CUST-2305,Smart Retry,3,0.284,1
TXN-18849,CUST-1105,Payment Method Update,8,0.282,1
TXN-18849,CUST-1105,Payment Link,7,0.322,1
TXN-18849,CUST-1105,Delayed Retry,4,0.472,0
TXN-18850,CUST-3172,Human Review,10,0.384,0
TXN-18850,CUST-3172,Payment Method Update,8,0.334,0
TXN-18850,CUST-3172,Payment Reminder,5,0.364,1
TXN-18851,CUST-2447,Payment Reminder,5,0.366,0
TXN-18851,CUST-2447,Human Review,10,0.486,1
TXN-18852,CUST-2045,Payment Reminder,5,0.388,0
TXN-18852,CUST-2045,Payment Link,7,0.398,0
TXN-18852,CUST-2045,Human Review,10,0.508,1
TXN-18853,CUST-2089,Payment Method Update,8,0.346,0
TXN-18853,CUST-2089,Payment Link,7,0.536,1
TXN-18853,CUST-2089,Smart Retry,3,0.316,0
TXN-18854,CUST-1979,Payment Link,7,0.48,1
TXN-18854,CUST-1979,Payment Reminder,5,0.47,0
TXN-18854,CUST-1979,Smart Retry,3,0.41,0
TXN-18855,CUST-1175,Smart Retry,3,0.404,0
TXN-18855,CUST-1175,Human Review,10,0.534,1
TXN-18855,CUST-1175,Payment Link,7,0.424,0
TXN-18856,CUST-2382,Delayed Retry,4,0.47,1
TXN-18856,CUST-2382,Payment Method Update,8,0.44,1
TXN-18857,CUST-2856,Human Review,10,0.442,1
TXN-18857,CUST-2856,Payment Method Update,8,0.392,1
TXN-18857,CUST-2856,Payment Link,7,0.432,0
TXN-18858,CUST-3388,Human Review,10,0.52,0
TXN-18858,CUST-3388,Delayed Retry,4,0.56,1
TXN-18858,CUST-3388,Payment Method Update,8,0.37,0
TXN-18859,CUST-2284,Human Review,10,0.52,1
TXN-18859,CUST-2284,Payment Link,7,0.41,1
TXN-18860,CUST-1699,Delayed Retry,4,0.45,1
TXN-18860,CUST-1699,Smart Retry,3,0.44,1
TXN-18860,CUST-1699,Payment Reminder,5,0.45,1
TXN-18861,CUST-3311,Payment Reminder,5,0.36,1
TXN-18861,CUST-3311,Delayed Retry,4,0.36,0
TXN-18862,CUST-3401,Payment Link,7,0.418,0
TXN-18862,CUST-3401,Smart Retry,3,0.608,0
TXN-18862,CUST-3401,Payment Method Update,8,0.378,0
TXN-18863,CUST-3388,Delayed Retry,4,0.332,1
TXN-18863,CUST-3388,Payment Reminder,5,0.332,0
TXN-18864,CUST-3008,Payment Method Update,8,0.388,0
TXN-18864,CUST-3008,Smart Retry,3,0.668,1
TXN-18864,CUST-3008,Human Review,10,0.438,1
TXN-18865,CUST-3356,Payment Link,7,0.428,0
TXN-18865,CUST-3356,Payment Reminder,5,0.418,0
TXN-18865,CUST-3356,Delayed Retry,4,0.418,1
TXN-18866,CUST-3096,Human Review,10,0.368,1
TXN-18866,CUST-3096,Payment Link,7,0.508,0
TXN-18867,CUST-2928,Human Review,10,0.36,1
TXN-18867,CUST-2928,Delayed Retry,4,0.34,0
TXN-18868,CUST-2920,Human Review,10,0.42,0
TXN-18868,CUST-2920,Smart Retry,3,0.6,1
TXN-18868,CUST-2920,Payment Link,7,0.41,1
TXN-18869,CUST-2849,Payment Link,7,0.614,1
TXN-18869,CUST-2849,Delayed Retry,4,0.454,0
TXN-18870,CUST-2657,Delayed Retry,4,0.45,1
TXN-18870,CUST-2657,Payment Reminder,5,0.45,1
TXN-18871,CUST-1772,Payment Reminder,5,0.55,0
TXN-18871,CUST-1772,Payment Method Update,8,0.42,0
TXN-18871,CUST-1772,Delayed Retry,4,0.61,1
TXN-18872,CUST-1357,Human Review,10,0.562,0
TXN-18872,CUST-1357,Payment Reminder,5,0.542,1
TXN-18873,CUST-2109,Delayed Retry,4,0.532,0
TXN-18873,CUST-2109,Smart Retry,3,0.312,0
TXN-18874,CUST-2735,Human Review,10,0.436,0
TXN-18874,CUST-2735,Smart Retry,3,0.306,1
TXN-18874,CUST-2735,Payment Reminder,5,0.316,0
