transaction_id,customer_id,amount,payment_method,failure_reason,previous_successful_payments,previous_recovery_success,recovery_attempts,customer_annual_value,recovered
TXN-18253,CUST-2307,6220.58,Credit Card,Payment Gateway Timeout,6,0,1,90948.25,0
TXN-18254,CUST-1083,11575.09,Credit Card,Authentication Failed,10,1,0,40920.54,1
TXN-18255,CUST-2850,7287.25,UPI,Temporary Bank/Network Error,7,0,0,59396.88,1
TXN-18256,CUST-2864,5510.25,UPI,Insufficient Funds,9,1,4,73354.2,0
TXN-18257,CUST-2420,3859.36,Credit Card,Authentication Failed,8,0,3,111199.64,0
TXN-18258,CUST-2129,11464.9,Credit Card,Payment Gateway Timeout,8,0,3,31724.12,0
TXN-18259,CUST-1813,3737.6,UPI,Temporary Bank/Network Error,6,1,3,28872.3,1
TXN-18260,CUST-1735,16932.99,UPI,Temporary Bank/Network Error,8,1,1,62599.75,1
TXN-18261,CUST-2785,2742.52,UPI,Authentication Failed,6,1,2,136095.2,0
TXN-18262,CUST-2828,7770.72,UPI,Authentication Failed,10,0,1,37829.07,0
TXN-18263,CUST-1604,11453.74,Net Banking,Temporary Bank/Network Error,6,1,1,99077.61,1
TXN-18264,CUST-1375,3466.81,UPI,Authentication Failed,10,1,0,67128.68,1
TXN-18265,CUST-2859,4275.56,Debit Card,Card Expired,8,0,0,72352.93,0
TXN-18266,CUST-2126,6057.39,UPI,Insufficient Funds,8,0,1,132103.83,0
TXN-18267,CUST-2732,8170.2,Net Banking,Insufficient Funds,10,1,1,57461.03,1
TXN-18268,CUST-2287,11219.65,Debit Card,Temporary Bank/Network Error,6,1,3,44407.36,1
TXN-18269,CUST-2477,17703.98,Wallet,Insufficient Funds,10,1,3,156845.37,0
TXN-18270,CUST-3418,4776.74,Credit Card,Authentication Failed,9,0,3,126222.27,0
TXN-18271,CUST-1858,7404.4,Credit Card,Insufficient Funds,6,0,0,57488.17,0
TXN-18272,CUST-2510,8130.96,Credit Card,Payment Gateway Timeout,6,0,1,71600.21,0
TXN-18273,CUST-2037,9015.51,UPI,Card Expired,6,1,4,131119.31,0
TXN-18274,CUST-1164,16396.33,Credit Card,Payment Gateway Timeout,11,0,1,91444.08,1
TXN-18275,CUST-2544,11017.29,Debit Card,Card Expired,11,1,1,178725.96,1
TXN-18276,CUST-3242,7752.39,Net Banking,Insufficient Funds,7,1,2,79453.49,0
TXN-18277,CUST-2518,10977.54,Credit Card,Authentication Failed,9,1,1,145455.3,1
TXN-18278,CUST-2799,9761.96,UPI,Card Expired,10,1,2,139305.12,1
TXN-18279,CUST-2078,12715.4,Credit Card,Payment Gateway Timeout,10,0,0,201317.29,1
TXN-18280,CUST-3389,10622.38,Debit Card,Authentication Failed,6,1,1,99544.0,0
TXN-18281,CUST-3434,5167.32,UPI,Payment Gateway Timeout,7,0,1,36498.74,0
TXN-18282,CUST-1401,28720.62,UPI,Insufficient Funds,10,1,3,118340.18,0
TXN-18283,CUST-2492,4582.49,UPI,Payment Gateway Timeout,4,0,1,106375.6,0
TXN-18284,CUST-1531,7078.38,Credit Card,Card Expired,10,0,1,84068.54,0
TXN-18285,CUST-2476,10821.74,Credit Card,Payment Gateway Timeout,14,0,3,127751.65,1
TXN-18286,CUST-1800,5666.41,Credit Card,Card Expired,6,0,0,45610.55,0
TXN-18287,CUST-3005,3145.99,UPI,Authentication Failed,8,1,0,59539.5,1
TXN-18288,CUST-1262,8811.04,Credit Card,Authentication Failed,13,0,3,67417.64,0
TXN-18289,CUST-3227,4303.5,Credit Card,Authentication Failed,9,1,0,133475.09,1
TXN-18290,CUST-2187,15330.19,UPI,Card Expired,6,1,1,90077.69,0
TXN-18291,CUST-1213,7174.05,Credit Card,Authentication Failed,13,1,1,56645.08,1
TXN-18292,CUST-2874,14579.25,Wallet,Authentication Failed,7,1,1,63616.25,0
TXN-18293,CUST-1539,4746.87,UPI,Authentication Failed,8,1,0,213557.95,1
TXN-18294,CUST-2998,9706.83,UPI,Authentication Failed,12,1,2,36593.49,1
TXN-18295,CUST-2198,4698.38,Credit Card,Temporary Bank/Network Error,5,0,1,90343.61,0
TXN-18296,CUST-2190,5935.53,Credit Card,Authentication Failed,15,1,3,61423.08,1
TXN-18297,CUST-2581,6754.97,Debit Card,Temporary Bank/Network Error,11,1,3,36674.35,1
TXN-18298,CUST-1257,5756.0,Credit Card,Temporary Bank/Network Error,4,0,1,150561.32,0
TXN-18299,CUST-2654,10434.93,Credit Card,Payment Gateway Timeout,13,1,1,91573.7,1
TXN-18300,CUST-2234,6680.93,Net Banking,Temporary Bank/Network Error,10,0,4,79004.09,0
TXN-18301,CUST-3234,5862.96,Debit Card,Payment Gateway Timeout,7,1,1,30829.65,1
TXN-18302,CUST-1466,5133.18,UPI,Temporary Bank/Network Error,9,0,1,114285.37,1
TXN-18303,CUST-2633,20682.01,Debit Card,Authentication Failed,5,0,0,59319.01,0
TXN-18304,CUST-1855,9913.38,UPI,Temporary Bank/Network Error,6,1,3,76628.04,1
TXN-18305,CUST-2974,4957.17,UPI,Insufficient Funds,10,0,4,136076.14,0
TXN-18306,CUST-1405,11771.91,UPI,Temporary Bank/Network Error,8,1,0,79502.09,1
TXN-18307,CUST-2911,6488.27,Debit Card,Temporary Bank/Network Error,6,0,2,49824.08,0
TXN-18308,CUST-2925,10653.11,Credit Card,Card Expired,9,1,1,87717.05,1
TXN-18309,CUST-1927,3618.19,UPI,Payment Gateway Timeout,4,0,0,116901.78,0
TXN-18310,CUST-2062,7358.06,Debit Card,Temporary Bank/Network Error,5,0,2,72515.87,0
TXN-18311,CUST-1502,13470.83,Wallet,Payment Gateway Timeout,7,1,2,161171.28,1
TXN-18312,CUST-3336,5778.18,Net Banking,Insufficient Funds,9,1,1,107280.34,1
TXN-18313,CUST-2176,3921.89,Net Banking,Insufficient Funds,6,0,2,65383.29,0
TXN-18314,CUST-2557,2044.21,Debit Card,Temporary Bank/Network Error,8,0,1,73598.9,1
TXN-18315,CUST-3260,5617.02,UPI,Temporary Bank/Network Error,5,1,0,90216.2,1
TXN-18316,CUST-1207,7710.91,Credit Card,Temporary Bank/Network Error,6,0,2,132044.47,0
TXN-18317,CUST-2205,7699.9,UPI,Authentication Failed,10,0,0,45873.27,0
TXN-18318,CUST-2497,7391.95,Net Banking,Insufficient Funds,4,1,4,34085.36,0
TXN-18319,CUST-2499,6215.8,Debit Card,Authentication Failed,8,1,3,97285.19,0
TXN-18320,CUST-1732,8128.19,Debit Card,Insufficient Funds,10,1,0,25384.65,1
TXN-18321,CUST-1729,2991.21,Net Banking,Temporary Bank/Network Error,11,0,1,108580.85,1
TXN-18322,CUST-3370,6020.88,UPI,Card Expired,6,1,3,177799.86,0
TXN-18323,CUST-1220,6856.1,UPI,Authentication Failed,2,1,2,159442.34,0
TXN-18324,CUST-3157,3163.6,Credit Card,Temporary Bank/Network Error,10,0,0,85846.62,1
TXN-18325,CUST-2171,5953.03,UPI,Temporary Bank/Network Error,9,1,1,116791.17,1
TXN-18326,CUST-1199,22534.5,Net Banking,Insufficient Funds,9,1,4,76439.01,0
TXN-18327,CUST-1117,2090.53,UPI,Payment Gateway Timeout,8,0,1,81661.59,1
TXN-18328,CUST-2078,6654.46,Debit Card,Card Expired,9,1,0,124840.83,1
TXN-18329,CUST-2722,9936.78,UPI,Temporary Bank/Network Error,11,1,1,106391.24,1
TXN-18330,CUST-2198,7163.87,Credit Card,Temporary Bank/Network Error,4,0,1,53945.5,0
TXN-18331,CUST-1076,11715.49,Debit Card,Card Expired,9,0,4,77219.23,0
TXN-18332,CUST-2832,1949.99,Credit Card,Temporary Bank/Network Error,9,1,0,68625.09,1
TXN-18333,CUST-2811,20122.21,UPI,Temporary Bank/Network Error,12,1,3,61776.16,1
TXN-18334,CUST-2240,14683.72,UPI,Authentication Failed,7,1,0,70975.05,1
TXN-18335,CUST-3223,7418.17,Credit Card,Insufficient Funds,7,1,3,56225.25,0
TXN-18336,CUST-1216,5825.81,Credit Card,Payment Gateway Timeout,12,1,2,116546.63,1
TXN-18337,CUST-1323,4731.96,Credit Card,Insufficient Funds,13,1,0,74298.45,1
TXN-18338,CUST-3489,10685.94,Credit Card,Authentication Failed,7,0,1,85749.87,0
TXN-18339,CUST-3016,2811.06,UPI,Authentication Failed,10,1,0,90303.63,1
TXN-18340,CUST-1497,5815.39,UPI,Card Expired,8,0,1,72433.82,0
TXN-18341,CUST-2071,8369.68,Net Banking,Authentication Failed,8,1,1,114283.04,1
TXN-18342,CUST-1342,7969.6,Credit Card,Payment Gateway Timeout,6,1,2,31070.55,1
TXN-18343,CUST-1746,9951.92,Debit Card,Card Expired,18,0,3,89485.74,1
TXN-18344,CUST-1211,8503.99,Debit Card,Temporary Bank/Network Error,8,1,0,90120.21,1
TXN-18345,CUST-1015,6593.95,Net Banking,Temporary Bank/Network Error,4,1,1,65141.96,1
TXN-18346,CUST-3082,6927.75,UPI,Card Expired,12,0,0,75001.62,0
TXN-18347,CUST-1607,8402.73,UPI,Temporary Bank/Network Error,9,0,1,54230.66,1
TXN-18348,CUST-3216,9247.96,UPI,Temporary Bank/Network Error,3,1,1,72552.44,1
TXN-18349,CUST-1221,7397.32,UPI,Payment Gateway Timeout,3,1,1,96200.88,1
TXN-18350,CUST-1801,4714.91,Net Banking,Temporary Bank/Network Error,16,0,1,74719.52,1
TXN-18351,CUST-2430,5857.62,UPI,Temporary Bank/Network Error,7,0,2,33164.3,0
TXN-18352,CUST-2901,2521.12,Net Banking,Payment Gateway Timeout,10,0,1,72865.08,1
TXN-18353,CUST-1919,7343.03,UPI,Temporary Bank/Network Error,7,0,3,77284.78,0
TXN-18354,CUST-3450,7060.57,UPI,Temporary Bank/Network Error,5,0,1,58278.27,0
TXN-18355,CUST-3254,5071.92,Debit Card,Temporary Bank/Network Error,11,1,2,84842.37,1
TXN-18356,CUST-1392,7392.02,Debit Card,Insufficient Funds,4,1,0,31767.0,0
TXN-18357,CUST-3191,10394.62,UPI,Payment Gateway Timeout,10,0,2,51708.5,1
TXN-18358,CUST-1971,9485.72,Debit Card,Insufficient Funds,8,0,1,20260.07,0
TXN-18359,CUST-1621,7243.99,Credit Card,Temporary Bank/Network Error,13,0,2,96553.14,1
TXN-18360,CUST-2901,4117.27,Credit Card,Temporary Bank/Network Error,10,1,4,50264.34,1
TXN-18361,CUST-1843,9153.74,Credit Card,Temporary Bank/Network Error,5,1,3,115759.15,1
TXN-18362,CUST-1677,9856.22,Wallet,Insufficient Funds,6,0,2,43047.64,0
TXN-18363,CUST-1993,4330.06,Debit Card,Authentication Failed,8,1,3,56571.99,0
TXN-18364,CUST-1511,10220.87,Credit Card,Temporary Bank/Network Error,7,0,1,76801.99,1
TXN-18365,CUST-3296,7407.37,Credit Card,Temporary Bank/Network Error,9,0,0,89570.07,1
TXN-18366,CUST-3462,10647.39,Credit Card,Payment Gateway Timeout,4,0,0,66810.51,0
TXN-18367,CUST-1605,5859.45,UPI,Payment Gateway Timeout,5,1,1,73966.27,1
TXN-18368,CUST-1909,8154.73,UPI,Insufficient Funds,8,0,2,65947.47,0
TXN-18369,CUST-2890,7900.15,Net Banking,Insufficient Funds,8,1,1,72058.73,0
TXN-18370,CUST-3012,16209.74,UPI,Insufficient Funds,5,0,3,96946.85,0
TXN-18371,CUST-3154,4022.8,Wallet,Payment Gateway Timeout,6,0,1,184848.99,0
TXN-18372,CUST-3494,7139.64,Debit Card,Temporary Bank/Network Error,11,1,1,144388.29,1
TXN-18373,CUST-2606,2243.27,Net Banking,Temporary Bank/Network Error,7,1,1,66496.45,1
TXN-18374,CUST-1334,5779.84,Debit Card,Authentication Failed,11,1,3,63300.51,0
TXN-18375,CUST-3363,11571.94,UPI,Payment Gateway Timeout,8,0,0,128972.33,1
TXN-18376,CUST-1056,6906.87,UPI,Insufficient Funds,7,1,3,60253.52,0
TXN-18377,CUST-1749,1850.45,UPI,Payment Gateway Timeout,6,0,1,167231.49,1
TXN-18378,CUST-1383,7784.78,UPI,Temporary Bank/Network Error,6,1,3,107778.1,1
TXN-18379,CUST-2291,9885.22,UPI,Temporary Bank/Network Error,5,1,2,46615.21,1
TXN-18380,CUST-1264,7277.36,Debit Card,Insufficient Funds,9,1,2,80441.83,0
TXN-18381,CUST-2534,7488.01,Credit Card,Payment Gateway Timeout,7,1,0,65544.1,1
TXN-18382,CUST-2172,14838.61,Wallet,Temporary Bank/Network Error,8,1,4,74495.96,1
TXN-18383,CUST-1376,7388.3,Wallet,Authentication Failed,11,0,2,51643.5,1
TXN-18384,CUST-1987,3544.73,Debit Card,Payment Gateway Timeout,6,1,2,98672.81,1
TXN-18385,CUST-2927,12764.55,Debit Card,Insufficient Funds,9,1,2,38849.94,0
TXN-18386,CUST-3214,9937.75,Credit Card,Temporary Bank/Network Error,5,0,2,51541.85,0
TXN-18387,CUST-1329,3162.64,UPI,Temporary Bank/Network Error,4,0,1,63570.48,0
TXN-18388,CUST-3134,7803.48,Debit Card,Insufficient Funds,11,0,1,55030.55,0
TXN-18389,CUST-1005,3104.33,Wallet,Temporary Bank/Network Error,4,1,4,33435.3,0
TXN-18390,CUST-3086,15954.13,Debit Card,Temporary Bank/Network Error,5,1,2,35727.7,1
TXN-18391,CUST-3120,7456.7,Credit Card,Insufficient Funds,10,1,0,162096.02,1
TXN-18392,CUST-2906,5560.26,Credit Card,Temporary Bank/Network Error,5,1,3,50123.42,1
TXN-18393,CUST-1535,11651.36,UPI,Card Expired,4,1,3,36738.34,0
TXN-18394,CUST-2605,10843.95,Credit Card,Insufficient Funds,8,1,3,132047.71,0
TXN-18395,CUST-2425,9494.27,UPI,Card Expired,8,1,1,59658.83,0
TXN-18396,CUST-1754,11783.11,UPI,Card Expired,8,0,0,88690.1,0
TXN-18397,CUST-1533,6983.06,UPI,Temporary Bank/Network Error,13,0,1,88163.94,1
TXN-18398,CUST-1294,18106.81,Net Banking,Temporary Bank/Network Error,4,1,2,155021.37,1
TXN-18399,CUST-1470,5516.27,Credit Card,Temporary Bank/Network Error,9,1,3,84233.12,1
TXN-18400,CUST-3099,2450.27,Wallet,Insufficient Funds,9,1,4,106683.57,0
TXN-18401,CUST-2703,9923.55,Credit Card,Temporary Bank/Network Error,9,0,4,90082.35,0
TXN-18402,CUST-2512,7688.32,Wallet,Temporary Bank/Network Error,10,0,2,34200.04,1
TXN-18403,CUST-1785,5303.03,UPI,Temporary Bank/Network Error,9,1,1,171008.91,1
TXN-18404,CUST-2457,6331.96,Wallet,Payment Gateway Timeout,6,0,0,144236.97,1
TXN-18405,CUST-1130,4123.72,Wallet,Payment Gateway Timeout,11,1,3,69334.83,1
TXN-18406,CUST-1147,4170.08,Credit Card,Temporary Bank/Network Error,9,1,4,45528.31,1
TXN-18407,CUST-2586,10432.38,Credit Card,Insufficient Funds,7,1,2,105391.34,0
TXN-18408,CUST-2377,8503.2,Net Banking,Insufficient Funds,5,0,1,95576.7,0
TXN-18409,CUST-1228,1919.06,UPI,Authentication Failed,10,1,2,109896.5,1
TXN-18410,CUST-1643,5096.04,UPI,Temporary Bank/Network Error,8,1,1,138155.64,1
TXN-18411,CUST-2830,37230.9,Wallet,Insufficient Funds,6,0,3,48758.38,0
TXN-18412,CUST-1120,8410.52,UPI,Authentication Failed,3,0,3,97072.08,0
TXN-18413,CUST-2773,4333.26,Credit Card,Authentication Failed,6,0,1,80976.39,0
TXN-18414,CUST-1470,7596.8,UPI,Payment Gateway Timeout,6,0,1,62365.49,0
TXN-18415,CUST-2508,9197.13,Debit Card,Temporary Bank/Network Error,8,1,1,65361.04,1
TXN-18416,CUST-2817,5417.64,Net Banking,Temporary Bank/Network Error,9,1,0,78198.57,1
TXN-18417,CUST-2920,11951.54,Debit Card,Temporary Bank/Network Error,6,1,1,300000.0,1
TXN-18418,CUST-2585,3918.06,UPI,Temporary Bank/Network Error,13,0,1,77130.62,1
TXN-18419,CUST-1540,3069.25,UPI,Temporary Bank/Network Error,7,1,1,78862.37,1
TXN-18420,CUST-1773,5538.28,UPI,Payment Gateway Timeout,4,0,2,83921.05,0
TXN-18421,CUST-2627,14288.34,UPI,Insufficient Funds,11,0,2,84374.96,0
TXN-18422,CUST-3018,14188.29,UPI,Insufficient Funds,5,1,1,90871.47,0
TXN-18423,CUST-2442,8063.87,Debit Card,Temporary Bank/Network Error,7,1,0,96841.3,1
TXN-18424,CUST-2845,5679.76,Debit Card,Authentication Failed,5,0,2,72760.49,0
TXN-18425,CUST-1023,5489.08,Credit Card,Temporary Bank/Network Error,6,0,3,39199.34,0
TXN-18426,CUST-2829,5085.43,Debit Card,Insufficient Funds,8,1,0,96592.19,1
TXN-18427,CUST-3343,15402.34,UPI,Insufficient Funds,9,1,0,73483.08,1
TXN-18428,CUST-3466,7847.54,UPI,Temporary Bank/Network Error,9,1,3,54256.15,1
TXN-18429,CUST-3469,12096.89,UPI,Payment Gateway Timeout,6,0,3,83449.46,0
TXN-18430,CUST-1056,3775.4,Debit Card,Card Expired,11,0,2,74428.77,0
TXN-18431,CUST-1055,13127.92,UPI,Temporary Bank/Network Error,9,1,2,74210.59,1
TXN-18432,CUST-1732,12378.83,Debit Card,Authentication Failed,3,0,1,87877.88,0
TXN-18433,CUST-1516,5080.14,Debit Card,Authentication Failed,9,1,0,69504.16,1
TXN-18434,CUST-2461,7107.77,Debit Card,Payment Gateway Timeout,4,1,4,57418.26,0
TXN-18435,CUST-3008,8002.09,Credit Card,Insufficient Funds,7,0,1,66147.25,0
TXN-18436,CUST-1612,4659.62,Credit Card,Insufficient Funds,12,1,0,52651.24,1
TXN-18437,CUST-2879,9850.7,UPI,Insufficient Funds,13,0,0,65257.38,1
TXN-18438,CUST-1105,26854.93,Credit Card,Temporary Bank/Network Error,6,1,2,78259.09,1
TXN-18439,CUST-2062,11820.93,Wallet,Insufficient Funds,7,1,1,49916.76,0
TXN-18440,CUST-2587,3043.71,Wallet,Insufficient Funds,7,1,0,148571.32,1
TXN-18441,CUST-1931,5193.0,UPI,Insufficient Funds,10,1,2,72976.81,1
TXN-18442,CUST-1993,8865.02,Net Banking,Insufficient Funds,12,0,2,58510.26,0
TXN-18443,CUST-3487,8139.74,Credit Card,Insufficient Funds,8,0,3,23417.88,0
TXN-18444,CUST-1190,3492.58,Credit Card,Temporary Bank/Network Error,9,1,2,32701.54,1
TXN-18445,CUST-2195,12526.14,UPI,Temporary Bank/Network Error,14,0,1,75952.58,1
TXN-18446,CUST-1477,7355.19,Wallet,Payment Gateway Timeout,9,0,0,108117.4,1
TXN-18447,CUST-2365,5816.52,Net Banking,Insufficient Funds,8,0,0,58502.51,0
TXN-18448,CUST-1001,8173.02,Wallet,Insufficient Funds,5,1,0,76177.41,0
TXN-18449,CUST-1671,19564.07,UPI,Authentication Failed,9,1,3,39590.34,0
TXN-18450,CUST-3283,4987.19,Debit Card,Temporary Bank/Network Error,9,1,2,70228.42,1
TXN-18451,CUST-2661,6947.96,UPI,Insufficient Funds,9,1,3,152859.85,0
TXN-18452,CUST-2023,16830.31,UPI,Authentication Failed,7,0,1,61350.0,0
TXN-18453,CUST-1582,6496.48,Net Banking,Payment Gateway Timeout,8,0,3,91212.09,0
TXN-18454,CUST-2396,4276.3,Credit Card,Temporary Bank/Network Error,9,1,1,68082.82,1
TXN-18455,CUST-1037,13628.22,Net Banking,Insufficient Funds,4,0,1,52188.31,0
TXN-18456,CUST-1962,9072.87,Wallet,Payment Gateway Timeout,8,1,0,57357.66,1
TXN-18457,CUST-1468,3537.67,UPI,Temporary Bank/Network Error,11,1,0,138592.03,1
TXN-18458,CUST-2242,5801.58,Credit Card,Authentication Failed,7,0,0,37169.89,0
TXN-18459,CUST-2084,11220.36,Wallet,Payment Gateway Timeout,8,1,3,106838.71,1
TXN-18460,CUST-1019,8811.77,Credit Card,Temporary Bank/Network Error,6,0,1,47947.33,0
TXN-18461,CUST-1896,7174.07,Net Banking,Authentication Failed,7,0,1,45658.57,0
TXN-18462,CUST-1031,27454.39,Credit Card,Payment Gateway Timeout,9,1,3,119428.39,1
TXN-18463,CUST-1494,13397.56,UPI,Temporary Bank/Network Error,6,1,1,43707.66,1
TXN-18464,CUST-1011,4039.37,UPI,Card Expired,10,1,2,84471.36,1
TXN-18465,CUST-3338,3853.97,Wallet,Card Expired,6,0,0,63864.69,0
TXN-18466,CUST-1730,9345.11,UPI,Card Expired,7,1,3,87321.88,0
TXN-18467,CUST-1269,6917.35,Credit Card,Insufficient Funds,5,0,1,44181.64,0
TXN-18468,CUST-2880,11944.23,Debit Card,Authentication Failed,5,0,2,43557.72,0
TXN-18469,CUST-1386,4274.83,UPI,Insufficient Funds,3,1,1,52864.18,0
TXN-18470,CUST-3122,4263.34,Net Banking,Payment Gateway Timeout,12,0,4,60232.87,0
TXN-18471,CUST-2319,4569.68,Wallet,Payment Gateway Timeout,4,1,0,59951.27,1
TXN-18472,CUST-1598,1917.47,Debit Card,Card Expired,7,1,2,64204.68,0
TXN-18473,CUST-3095,9348.1,UPI,Temporary Bank/Network Error,7,0,1,144553.94,1
TXN-18474,CUST-2964,14623.32,UPI,Temporary Bank/Network Error,13,1,0,128944.96,1
TXN-18475,CUST-3266,4601.22,Credit Card,Card Expired,15,1,2,82859.63,1
TXN-18476,CUST-3445,4249.04,Wallet,Authentication Failed,5,0,1,75881.33,0
TXN-18477,CUST-1460,5994.28,Net Banking,Card Expired,10,1,3,172520.18,0
TXN-18478,CUST-2944,6770.66,UPI,Payment Gateway Timeout,9,0,1,33598.14,1
TXN-18479,CUST-2937,2449.54,UPI,Temporary Bank/Network Error,8,0,0,105791.85,1
TXN-18480,CUST-3144,8005.64,Wallet,Temporary Bank/Network Error,5,1,0,70498.09,1
TXN-18481,CUST-1930,6204.24,UPI,Temporary Bank/Network Error,10,0,0,89364.9,1
TXN-18482,CUST-3074,2381.01,UPI,Insufficient Funds,13,1,3,61069.39,1
TXN-18483,CUST-3465,4943.93,Credit Card,Insufficient Funds,7,0,1,82649.13,0
TXN-18484,CUST-1820,8686.69,UPI,Card Expired,7,0,1,248413.13,0
TXN-18485,CUST-2935,2435.39,Credit Card,Card Expired,12,1,1,108475.77,1
TXN-18486,CUST-3327,4683.04,Debit Card,Card Expired,12,0,0,33462.58,0
TXN-18487,CUST-1959,10290.14,Credit Card,Insufficient Funds,7,0,0,45615.72,0
TXN-18488,CUST-2304,6575.53,UPI,Insufficient Funds,9,0,1,134719.54,0
TXN-18489,CUST-3299,12135.18,Debit Card,Authentication Failed,8,0,3,29632.85,0
TXN-18490,CUST-2318,4376.7,Credit Card,Authentication Failed,8,1,0,48846.34,1
TXN-18491,CUST-1661,4275.1,Credit Card,Authentication Failed,6,0,4,153879.95,0
TXN-18492,CUST-2155,7110.73,Debit Card,Temporary Bank/Network Error,7,0,0,45260.12,1
TXN-18493,CUST-1664,19283.26,Debit Card,Temporary Bank/Network Error,11,0,1,145410.73,1
TXN-18494,CUST-1465,21813.64,Net Banking,Temporary Bank/Network Error,7,0,1,103159.35,0
TXN-18495,CUST-2672,8628.83,Net Banking,Temporary Bank/Network Error,10,1,2,33448.18,1
TXN-18496,CUST-3363,3556.3,UPI,Insufficient Funds,3,1,1,78325.6,0
TXN-18497,CUST-3070,6115.69,Debit Card,Card Expired,7,0,1,52608.82,0
TXN-18498,CUST-2805,10249.93,Debit Card,Card Expired,4,1,2,96594.09,0
TXN-18499,CUST-2429,7230.05,Net Banking,Insufficient Funds,14,0,0,139519.84,1
TXN-18500,CUST-1845,3563.99,UPI,Temporary Bank/Network Error,5,1,0,85189.72,1
TXN-18501,CUST-1315,9266.46,Credit Card,Payment Gateway Timeout,9,1,0,72992.17,1
TXN-18502,CUST-3232,7011.83,Credit Card,Authentication Failed,7,1,2,66892.78,0
TXN-18503,CUST-1382,8635.3,UPI,Authentication Failed,5,0,1,168042.51,0
TXN-18504,CUST-3004,11541.46,Credit Card,Temporary Bank/Network Error,6,1,0,29617.41,1
TXN-18505,CUST-3164,3619.16,Net Banking,Authentication Failed,12,0,5,60142.39,0
TXN-18506,CUST-1924,7227.58,UPI,Insufficient Funds,9,1,1,99129.11,1
TXN-18507,CUST-2099,16215.58,UPI,Card Expired,10,0,0,57772.79,0
TXN-18508,CUST-2070,5809.47,UPI,Temporary Bank/Network Error,7,0,2,131732.1,1
TXN-18509,CUST-2432,8270.53,UPI,Insufficient Funds,6,1,0,213337.76,1
TXN-18510,CUST-1712,17427.72,Debit Card,Temporary Bank/Network Error,8,0,2,65973.61,0
TXN-18511,CUST-2241,16287.99,Debit Card,Authentication Failed,6,0,2,66055.36,0
TXN-18512,CUST-1485,15009.03,Wallet,Temporary Bank/Network Error,9,1,1,114523.88,1
TXN-18513,CUST-2072,11043.99,Net Banking,Payment Gateway Timeout,8,1,2,81733.43,1
TXN-18514,CUST-1084,14315.5,Credit Card,Temporary Bank/Network Error,12,0,1,28864.8,1
TXN-18515,CUST-1048,5774.89,UPI,Insufficient Funds,8,0,0,80472.73,0
TXN-18516,CUST-3458,3722.39,UPI,Card Expired,6,0,0,97501.85,0
TXN-18517,CUST-1459,9797.79,Credit Card,Payment Gateway Timeout,9,1,4,160081.83,1
TXN-18518,CUST-2106,6937.85,UPI,Payment Gateway Timeout,8,1,1,52605.2,1
TXN-18519,CUST-3228,17530.72,Wallet,Authentication Failed,7,0,4,121327.14,0
TXN-18520,CUST-1073,1453.15,Net Banking,Insufficient Funds,4,0,2,152684.62,0
TXN-18521,CUST-3446,6544.18,Debit Card,Insufficient Funds,7,0,1,104513.69,0
TXN-18522,CUST-1866,4283.05,UPI,Temporary Bank/Network Error,8,0,1,64960.77,1
TXN-18523,CUST-2187,16689.18,UPI,Insufficient Funds,7,1,0,141114.16,1
TXN-18524,CUST-2746,3681.48,UPI,Authentication Failed,3,1,2,62572.61,0
TXN-18525,CUST-2090,14263.11,Credit Card,Payment Gateway Timeout,4,0,1,101201.77,0
TXN-18526,CUST-1810,16970.32,UPI,Temporary Bank/Network Error,5,1,0,60678.55,1
TXN-18527,CUST-1630,6782.07,Credit Card,Insufficient Funds,10,0,2,81447.19,0
TXN-18528,CUST-3468,5530.29,UPI,Temporary Bank/Network Error,12,1,1,60705.63,1
TXN-18529,CUST-2805,7237.11,UPI,Temporary Bank/Network Error,6,0,1,36568.63,0
TXN-18530,CUST-1502,5195.5,Net Banking,Authentication Failed,5,0,2,49554.71,0
TXN-18531,CUST-1641,13402.48,Wallet,Temporary Bank/Network Error,9,0,1,130524.7,1
TXN-18532,CUST-2922,18270.67,UPI,Insufficient Funds,15,1,0,97543.34,1
TXN-18533,CUST-1001,7412.03,Net Banking,Temporary Bank/Network Error,9,1,2,41812.86,1
TXN-18534,CUST-3083,6671.54,UPI,Insufficient Funds,10,1,1,79032.56,1
TXN-18535,CUST-1968,6858.07,UPI,Payment Gateway Timeout,5,1,2,51184.44,1
TXN-18536,CUST-2571,4849.08,Wallet,Authentication Failed,9,0,1,161863.72,0
TXN-18537,CUST-1013,4480.2,UPI,Authentication Failed,10,1,0,28372.83,1
TXN-18538,CUST-3183,5880.37,UPI,Payment Gateway Timeout,7,1,3,64423.01,1
TXN-18539,CUST-2288,14464.58,Net Banking,Temporary Bank/Network Error,12,0,4,186324.12,1
TXN-18540,CUST-2374,3981.84,Credit Card,Card Expired,10,0,2,173822.45,0
TXN-18541,CUST-1240,9405.8,UPI,Card Expired,14,1,1,51006.81,1
TXN-18542,CUST-2257,7252.47,UPI,Temporary Bank/Network Error,11,1,0,56249.65,1
TXN-18543,CUST-2202,7657.07,UPI,Temporary Bank/Network Error,6,1,1,62741.53,1
TXN-18544,CUST-3332,6920.46,Debit Card,Temporary Bank/Network Error,9,0,3,128249.58,1
TXN-18545,CUST-2592,4549.0,UPI,Card Expired,10,1,2,84405.3,1
